minute,cpu_load
5694,0.04180908203125
5695,0.027065277099609375
5700,0.0002651214599609375
5710,0.0
5725,3.3196640014648438
5727,0.000308990478515625
5730,0.0015773773193359375
5745,0.003368377685546875
5750,3.62860107421875
5755,0.012803077697753906
5767,0.0283203125
5770,0.14418983459472656
5775,0.07684707641601562
5790,0.01270294189453125
5800,0.001796722412109375
5806,0.004741668701171875
5820,0.0008563995361328125
5830,0.0029582977294921875
5835,0.11274909973144531
5845,0.0063018798828125
5847,0.0005016326904296875
5849,0.0058345794677734375
5855,0.000141143798828125
5865,8.678436279296875e-05
5888,0.0006933212280273438
5894,0.001476287841796875
5895,0.00021457672119140625
5905,0.14464187622070312
5910,0.00934600830078125
5915,0.0034332275390625
5920,0.04338836669921875
5925,1.2348175048828125
5960,0.0256500244140625
5980,0.3177490234375
5985,0.01348114013671875
5995,0.002330780029296875
5999,0.002285003662109375
6002,0.00450897216796875
6010,0.07523345947265625
6015,2.9132080078125
6036,0.00032329559326171875
6049,0.0031585693359375
6060,0.001705169677734375
6070,0.371734619140625
6088,0.03136920928955078
6100,0.0020599365234375
6125,0.0007152557373046875
6135,0.000858306884765625
6155,0.004668235778808594
6160,4.9366455078125
6173,0.0005283355712890625
6188,0.00042819976806640625
6190,0.13641357421875
6195,0.0008325576782226562
6205,0.013475418090820312
6210,1.0727691650390625
6213,0.003559112548828125
6255,0.00726318359375
6265,0.0025320053100585938
6280,0.0023040771484375
6285,0.0148468017578125
6305,0.0014781951904296875
6320,0.5831298828125
6324,0.00019741058349609375
6340,0.349365234375
6345,0.0028352737426757812
6346,0.0002460479736328125
6350,0.9215164184570312
6355,0.0005435943603515625
6370,0.0001735687255859375
6375,0.38067626953125
6380,0.044864654541015625
6390,0.06044769287109375
6395,9.1552734375e-05
6435,0.0020999908447265625
6440,13.458251953125
6445,0.045719146728515625
6472,0.00148773193359375
6474,0.001132965087890625
6496,0.00041675567626953125
6498,0.00043582916259765625
6503,0.00119781494140625
6515,0.00682830810546875
6520,0.0017719268798828125
6526,0.00041675567626953125
6535,2.0986785888671875
6538,0.0
6545,13.244514465332031
6550,0.0018520355224609375
6556,0.0001049041748046875
6557,0.0006322860717773438
6565,0.1778564453125
6580,0.000217437744140625
6581,0.0007171630859375
6590,0.0068206787109375
6605,0.03771495819091797
6616,0.0
6624,0.0013408660888671875
6630,5.60943603515625
6635,0.00244140625
6650,0.0002613067626953125
6660,0.676422119140625
6675,0.0148468017578125
6685,0.0023193359375
6690,0.0044345855712890625
6695,0.4332847595214844
6705,1.6367645263671875
6710,0.0113677978515625
6715,0.00165557861328125
6719,0.00010395050048828125
6721,6.198883056640625e-05
6735,0.10541820526123047
6738,0.00324249267578125
6760,0.0005092620849609375
6770,0.0052928924560546875
6780,0.3919677734375
6810,0.04754447937011719
6817,0.003032684326171875
6818,0.0033416748046875
6819,0.01413726806640625
6820,0.00263214111328125
6825,0.11993408203125
6834,0.00334930419921875
6845,0.193328857421875
6863,0.009853363037109375
6865,0.0081939697265625
6868,0.0004444122314453125
6875,1.4977025985717773
6880,0.0059986114501953125
6896,0.00439453125
6900,0.6102180480957031
6910,8.1280517578125
6915,0.00152587890625
6925,1.9248199462890625
6955,0.00675201416015625
6965,0.00061798095703125
6970,0.00023651123046875
6975,0.0469970703125
6990,0.07891845703125
7005,9.5367431640625e-07
7015,0.008381843566894531
7020,0.00494384765625
7025,0.031229019165039062
7033,0.0004367828369140625
7045,0.15766525268554688
7055,0.00274658203125
7075,0.0018863677978515625
7100,0.03995800018310547
7105,1.7403717041015625
7108,0.00011539459228515625
7115,0.038726806640625
7135,1.271484375
7136,0.04861259460449219
7150,0.04433441162109375
7161,0.0166015625
7165,0.33275604248046875
7175,0.014802932739257812
7180,0.8243255615234375
7185,0.008900642395019531
7200,0.080780029296875
7205,0.0146484375
7207,6.389617919921875e-05
7210,0.00011730194091796875
7212,0.03682136535644531
7225,8.49876594543457
7240,0.0002880096435546875
7249,0.010479927062988281
