minute,cpu_avg,cpu_max,mem_avg,assigned_mem
850,0.1611820856730143,0.0082550048828125,0.05124950408935547,0.0
874,0.16161219278971353,0.04150390625,0.048438707987467446,0.0065078735351562
875,0.013495127360026041,0.00251007080078125,0.03285566965738932,1.33203125
880,0.008372942606608072,0.04888916015625,0.04323927561442057,0.0964813232421875
882,0.007270495096842448,0.0,0.042926788330078125,0.0
885,0.0037482579549153647,0.0159912109375,0.017073313395182293,0.013885498046875
888,0.002532958984375,0.0081024169921875,0.00380706787109375,0.0069808959960937
890,0.003448486328125,0.0007505416870117188,0.007143656412760417,0.0416870117187488
905,0.4768473307291667,0.144287109375,0.45003509521484375,0.40625
920,0.4776420593261719,0.0005588531494140625,0.46715037027994794,0.11663818359375
935,0.5600967407226562,0.0172119140625,7.487251281738281,42.322265625
950,0.130828857421875,0.108642578125,7.066032409667969,0.09375
953,0.12957382202148438,0.0,7.048702875773112,0.0
955,0.10872141520182292,0.03350830078125,0.03429222106933594,0.1435623168945297
965,0.09107017517089844,0.017333984375,0.03249931335449219,0.1184158325195312
989,0.09169324239095052,0.012542724609375,0.034832000732421875,0.0155487060546875
991,0.029362042744954426,0.00872802734375,0.0261688232421875,0.001739501953125
993,0.001948992411295573,0.00719451904296875,0.0029013951619466147,0.0016822814941406
995,0.0021613438924153647,0.00710296630859375,0.0016946792602539062,0.007476806640625
1015,0.003586451212565104,0.0045013427734375,0.0038258234659830728,0.0
1020,0.0025113423665364585,0.0019321441650390625,0.0037202835083007812,0.0
1025,0.0018990834554036458,0.0010433197021484375,0.004251162211100261,0.035293579101562195
1040,0.044649759928385414,0.03363037109375,0.005864143371582031,0.109375
1055,0.04932594299316406,0.0194091796875,0.007663726806640625,0.0123291015625
1063,0.04923820495605469,0.00040721893310546875,0.0060418446858723955,0.0052108764648436
1070,0.005117098490397136,0.003818511962890625,0.002475102742513021,0.0703468322753886
1075,0.01923656463623047,0.106201171875,0.003731409708658854,0.03387451171875
1085,0.021791776021321613,0.0916748046875,0.0054569244384765625,0.0289306640625
1089,0.021550496419270832,0.0,0.0049381256103515625,0.0
1090,0.028711954752604168,0.0044403076171875,0.12094434102376302,1.717483520507778
1097,0.026085535685221355,0.00024509429931640625,0.11934153238932292,0.0009326934814452
1115,0.07781283060709636,0.0135040283203125,0.12902386983235678,0.039825439453125
1120,0.17304420471191406,0.04412841796875,0.11411507924397786,0.3997116088867187
1125,0.19300460815429688,0.0106353759765625,0.12561321258544922,0.055419921875
1146,0.14898808797200522,0.1072998046875,0.12016582489013672,0.016845703125
